date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:01	1183/1183	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22640f707b-49f%22	https://nitu.trade/assets/img/cancel.svg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/cancel.svg	(from https://nitu.trade/)
21:46:01	10392581/10392581	---M--	200	added ('OK')	application/pdf	etag:%2264315eb0-9e9405%22	https://nitu.trade/assets/img/NituAI-Pitch-Deck.pdf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/NituAI-Pitch-Deck.pdf	(from https://nitu.trade/)
21:46:01	103943/103943	---M--	200	added ('OK')	image/png	etag:%226415fa32-19607%22	https://nitu.trade/assets/img/logo-small.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-small.png	(from https://nitu.trade/)
21:46:01	465614/465614	---M--	200	added ('OK')	image/png	etag:%2264160789-71ace%22	https://nitu.trade/assets/img/banner_right.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/banner_right.png	(from https://nitu.trade/)
21:46:01	551385/551385	---M--	200	added ('OK')	image/png	etag:%226415f879-869d9%22	https://nitu.trade/assets/img/banner_right_m.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/banner_right_m.png	(from https://nitu.trade/)
21:46:02	12165/12165	---M--	200	added ('OK')	image/png	etag:%226410b081-2f85%22	https://nitu.trade/assets/img/icon-1.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon-1.png	(from https://nitu.trade/)
21:46:02	36064/36064	---M--	200	added ('OK')	image/jpeg	etag:%226410c1bd-8ce0%22	https://nitu.trade/assets/img/slider/slider-1.jpg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/slider/slider-1.jpg	(from https://nitu.trade/)
21:46:02	64600/64600	---M--	200	added ('OK')	image/jpeg	etag:%2264160519-fc58%22	https://nitu.trade/assets/img/slider/slider-2.jpg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/slider/slider-2.jpg	(from https://nitu.trade/)
21:46:02	113528/113528	---M--	200	added ('OK')	image/jpeg	etag:%2264160554-1bb78%22	https://nitu.trade/assets/img/slider/slider-3.jpg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/slider/slider-3.jpg	(from https://nitu.trade/)
21:46:02	77902/77902	---M--	200	added ('OK')	image/png	etag:%22641347a3-1304e%22	https://nitu.trade/assets/img/chart.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/chart.png	(from https://nitu.trade/)
21:46:03	108751/108751	---M--	200	added ('OK')	image/png	etag:%2264149441-1a8cf%22	https://nitu.trade/assets/img/icon-nitu.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon-nitu.png	(from https://nitu.trade/)
21:46:03	124892/124892	---M--	200	added ('OK')	image/png	etag:%226414944d-1e7dc%22	https://nitu.trade/assets/img/icon-nitu-burn.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon-nitu-burn.png	(from https://nitu.trade/)
21:46:03	15077/15077	---M--	200	added ('OK')	image/png	etag:%22640c8fa9-3ae5%22	https://nitu.trade/assets/img/logo-binance.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-binance.png	(from https://nitu.trade/)
21:46:03	14623/14623	---M--	200	added ('OK')	image/png	etag:%22640c8fb2-391f%22	https://nitu.trade/assets/img/logo-kucoin.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-kucoin.png	(from https://nitu.trade/)
21:46:04	17114/17114	---M--	200	added ('OK')	image/png	etag:%22640c8fb9-42da%22	https://nitu.trade/assets/img/logo-kraken.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-kraken.png	(from https://nitu.trade/)
21:46:04	16263/16263	---M--	200	added ('OK')	image/png	etag:%22640c8fae-3f87%22	https://nitu.trade/assets/img/logo-coinbase.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-coinbase.png	(from https://nitu.trade/)
21:46:04	11471/11471	---M--	200	added ('OK')	image/png	etag:%22640c8fb5-2ccf%22	https://nitu.trade/assets/img/logo-okx.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-okx.png	(from https://nitu.trade/)
21:46:04	12133/12133	---M--	200	added ('OK')	image/png	etag:%22640c8fbe-2f65%22	https://nitu.trade/assets/img/logo-bybit.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-bybit.png	(from https://nitu.trade/)
21:46:04	21089/21089	---M--	200	added ('OK')	image/png	etag:%22640c8fc2-5261%22	https://nitu.trade/assets/img/logo-kgshark.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-kgshark.png	(from https://nitu.trade/)
21:46:05	14957/14957	---M--	200	added ('OK')	image/png	etag:%22640c8fc8-3a6d%22	https://nitu.trade/assets/img/logo-falafiai.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo-falafiai.png	(from https://nitu.trade/)
21:46:05	866/866	---M--	200	added ('OK')	image/png	etag:%226414b6fe-362%22	https://nitu.trade/assets/img/icon_twitter.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_twitter.png	(from https://nitu.trade/)
21:46:05	1097/1097	---M--	200	added ('OK')	image/png	etag:%226414b6fe-449%22	https://nitu.trade/assets/img/icon_telegram.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_telegram.png	(from https://nitu.trade/)
21:46:05	4688/4688	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Feb%202025%2003:45:34%20GMT	https://nitu.trade/cdn-cgi/l/email-protection	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/cdn-cgi/l/email-protection.html	(from https://nitu.trade/)
21:46:05	875/875	---M--	200	added ('OK')	image/png	etag:%226414b6fe-36b%22	https://nitu.trade/assets/img/icon_mail.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_mail.png	(from https://nitu.trade/)
21:46:06	113458/113458	---M--	200	added ('OK')	image/png	etag:%2264160984-1bb32%22	https://nitu.trade/assets/img/logo.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/logo.png	(from https://nitu.trade/)
21:46:07	2818/2818	---M--	200	added ('OK')	image/png	etag:%2264160a14-b02%22	https://nitu.trade/assets/img/icon_te.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_te.png	(from https://nitu.trade/)
21:46:07	2786/2786	---M--	200	added ('OK')	image/png	etag:%2264160a14-ae2%22	https://nitu.trade/assets/img/icon_tw.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_tw.png	(from https://nitu.trade/)
21:46:07	2389/2389	---M--	200	added ('OK')	image/png	etag:%2264160a14-955%22	https://nitu.trade/assets/img/icon_fb.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_fb.png	(from https://nitu.trade/)
21:46:07	2445/2445	---M--	200	added ('OK')	image/png	etag:%2264160a14-98d%22	https://nitu.trade/assets/img/icon_yt.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/icon_yt.png	(from https://nitu.trade/)
21:46:08	837/837	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226423efa4-345%22	https://nitu.trade/assets/img/uk.svg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/uk.svg	(from https://nitu.trade/)
21:46:08	13257329/13257329	---M--	200	added ('OK')	application/pdf	etag:%2264295f3c-ca4a71%22	https://nitu.trade/assets/img/NITU-AI-English.pdf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/NITU-AI-English.pdf	(from https://nitu.trade/)
21:46:09	488/488	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226423ef82-1e8%22	https://nitu.trade/assets/img/vn.svg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/vn.svg	(from https://nitu.trade/)
21:46:09	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267991366-4d7%22	https://nitu.trade/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://nitu.trade/)
21:46:09	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261cb0fc8-15d84%22	https://nitu.trade/assets/lib/jquery/jquery-3.5.1.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/jquery/jquery-3.5.1.min.js	(from https://nitu.trade/)
21:46:09	2532/2532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634d177f-9e4%22	https://nitu.trade/assets/lib/jquery/jquery.easing.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/jquery/jquery.easing.min.js	(from https://nitu.trade/)
21:46:09	79790/79790	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634d944a-137ae%22	https://nitu.trade/assets/lib/bootstrap/bootstrap.bundle.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/bootstrap/bootstrap.bundle.min.js	(from https://nitu.trade/)
21:46:10	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634c671e-2344%22	https://nitu.trade/assets/lib/jquery/jquery.waypoints.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/jquery/jquery.waypoints.min.js	(from https://nitu.trade/)
21:46:10	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d24051-a3e1%22	https://nitu.trade/assets/lib/slick/slick.min.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/slick.min.js	(from https://nitu.trade/)
21:46:10	13308427/13308427	---M--	200	added ('OK')	application/pdf	etag:%2264295f47-cb120b%22	https://nitu.trade/assets/img/NITU-AI-Vietnamese.pdf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/NITU-AI-Vietnamese.pdf	(from https://nitu.trade/)
21:46:10	5399/5399	---MCZ	200	added ('OK')	application/javascript	etag:W/%226410cb24-1517%22	https://nitu.trade/assets/js/init.js	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/js/init.js	(from https://nitu.trade/)
21:46:11	105204/105204	---M--	200	added ('OK')	font/woff2	etag:%226357b17e-19af4%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:12	181260/181260	---M--	200	added ('OK')	application/octet-stream	etag:%226357b18f-2c40c%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:12	23760/23760	---M--	200	added ('OK')	font/woff2	etag:%226357b1a0-5cd0%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:13	60208/60208	---M--	200	added ('OK')	application/octet-stream	etag:%226357b1a6-eb30%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:25	298276/298276	---M--	200	added ('OK')	application/octet-stream	etag:%226357b1c5-48d24%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:26	5016/5016	---M--	200	added ('OK')	font/woff2	etag:%226357b210-1398%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-v4compatibility.woff2	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-v4compatibility.woff2	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:26	10552/10552	---M--	200	added ('OK')	application/octet-stream	etag:%226357b216-2938%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-v4compatibility.ttf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-v4compatibility.ttf	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
21:46:26	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2262e6e454-1052%22	https://nitu.trade/assets/lib/slick/ajax-loader.gif	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/ajax-loader.gif	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:27	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e6e454-800%22	https://nitu.trade/assets/lib/slick/fonts/slick.eot	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/fonts/slick.eot	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:27	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e6e454-800%22	https://nitu.trade/assets/lib/slick/fonts/slick.eot?	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/fonts/slickd41d.eot	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:28	1380/1380	---M--	200	added ('OK')	font/woff	etag:%2262e6e454-564%22	https://nitu.trade/assets/lib/slick/fonts/slick.woff	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/fonts/slick.woff	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:28	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2262e6e454-764%22	https://nitu.trade/assets/lib/slick/fonts/slick.ttf	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/fonts/slick.ttf	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:29	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e6e454-868%22	https://nitu.trade/assets/lib/slick/fonts/slick.svg	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/slick/fonts/slick.svg	(from https://nitu.trade/assets/lib/slick/slick-theme.css)
21:46:29	763321/763321	---M--	200	added ('OK')	image/png	etag:%2264133860-ba5b9%22	https://nitu.trade/assets/img/bg.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/bg.png	(from https://nitu.trade/assets/css/style.css)
21:46:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Feb%202025%2003:45:59%20GMT	https://nitu.trade/assets/img/mask-group.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/mask-group.png	(from https://nitu.trade/assets/css/style.css)
21:46:30	514057/514057	---M--	200	added ('OK')	image/png	etag:%22641344f6-7d809%22	https://nitu.trade/assets/img/bg-box-l.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/bg-box-l.png	(from https://nitu.trade/assets/css/style.css)
21:46:30	3800051/3800051	---M--	200	added ('OK')	image/gif	etag:%22641344f6-39fbf3%22	https://nitu.trade/assets/img/bg-box-r.gif	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/bg-box-r.gif	(from https://nitu.trade/assets/css/style.css)
21:46:30	4443/4443	---M--	200	added ('OK')	image/png	etag:%22641351c9-115b%22	https://nitu.trade/assets/img/btn-price-l.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/btn-price-l.png	(from https://nitu.trade/assets/css/style.css)
21:46:30	4754/4754	---M--	200	added ('OK')	image/png	etag:%226413720b-1292%22	https://nitu.trade/assets/img/btn-price-r.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/btn-price-r.png	(from https://nitu.trade/assets/css/style.css)
21:46:30	719/719	---M--	200	added ('OK')	image/png	etag:%22640c9016-2cf%22	https://nitu.trade/assets/img/line.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/line.png	(from https://nitu.trade/assets/css/style.css)
21:46:31	83190/83190	---M--	200	added ('OK')	image/png	etag:%226414b09c-144f6%22	https://nitu.trade/assets/img/bg-contact.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/bg-contact.png	(from https://nitu.trade/assets/css/style.css)
21:46:32	82746/82746	---M--	200	added ('OK')	image/png	etag:%2264160fb9-1433a%22	https://nitu.trade/assets/img/bg-contact-m.png	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/img/bg-contact-m.png	(from https://nitu.trade/assets/css/style.css)
21:46:33	125064/125064	---M--	200	added ('OK')	font/woff2	etag:%226357b1bd-1e888%22	https://nitu.trade/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/lil%20tjay/Desktop/paginas/NITU/nitu.trade/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://nitu.trade/assets/lib/font-awesome/css/all.min.css)
